,index,Unnamed: 0,tweet
14301,15831,15831,Sarah Sarah bye bitch
14302,15833,15833,"Its simple, dont be a hoe=dont worry about being exposed "" fight me"
14303,15834,15834,Rohan a bitch yo 
14304,15835,15835,These bitches so phoney 
14305,15836,15836,"Rows for the hoes

Curls for the girls

Planks for the skanks 

Deep cuts for the sluts

Quads for the broads

No pecs No s"
14306,15837,15837,My bitch sad lookin like a lack of funny
14307,15846,15846,#JerrySpringer on #RAW ...... The white trash side of me is applauding Dale 
14308,15849,15849,"A hoe only cares about the now, the future is irrelevant."
14309,15850,15850,"To get with a hoe, you just need to be cute, have muscles, dress your ass off (swag), or talk a good game."
14310,15851,15851,Can't give these hoes a inch cuz they'll try to take mile
14311,15852,15852,It's my brother weekend bitch!!!!! #LongLiveLilRay
14312,15853,15853,Seen theses niggas lose it all over a basic bitch
14313,15854,15854,This bitch just blew my high
14314,15855,15855,Gucci Mane locked up rn and u want to talk about our relationship status rn bitch shut up we gotta free this nigga first
14315,15856,15856,Marie yeah yo girlfriend a bitch. I hope she got the hives.
14316,15858,15858,"Colleen is paid by white supremacist, they always get a negro to do their dirty work #Fergus"
14317,15859,15859,60% of these hoes be fake gay
14318,15862,15862,The nipples determine whether the titties are trash or not
14319,15864,15864,I hate a bitch dat act like a nigga. 
14320,15865,15865,We all know a double faced bitch named Madison
14321,15866,15866,We all know a faggot named Luke
14322,15868,15868,"i love this emoji  
she's just like DUH bitch  
lol i don't give a fuck  
you're ugly  
whatcha gonna do about it "
14323,15869,15869,Bitches post all types of sex position pics with heart emojis but let yu get her in that position this bitch complain a
14324,15871,15871,I heard big booty bitches can't take no .
14325,15872,15872,"Marijuana is a gateway drug. It leads to happiness, great sex, pain relief, and increased patience with crazy bitches. And w"
14326,15873,15873,"Rows for the hoes

Curls for the girls

Planks for the skanks 

Deep cuts for the sluts

Quads for the broads

No pecs N"
14327,15874,15874,if you cant see when you have a real woman by yourside through thick and thin. then maybe you do deserve these hoes . #Si
14328,15875,15875,"There is a company which sells menstrual pads for pet dogs called ""bitch diapers""."
14329,15880,15880,these hoes too familiar
14330,15881,15881,"Hmmm, is that a Ratchet hoe I smell?"
14331,15882,15882,KOBE as they shoot a piece of paper into the trash
14332,15883,15883,Stepping away from the twitter beef. I'm going to bed cause I gotta be up at 5. Gotta go be a redneck asshole at my us
14333,15884,15884,Behind that twinkle in your eyes I can see the bitch in you 
14334,15886,15886,WHAT THE FUCK DID YOU JUST SA
14335,15888,15888,Ray J is the perfect example of what happens when you give a lame nigga some pussy
14336,15889,15889,WCW goes out to all the women with their shit together because these pretty bitches get way too much credit for being cute w
14337,15890,15890,Can't keep stooping for these hoes. I know better
14338,15891,15891,i was ready to delete my entire instagram app when i found out one of my IG crushes was selling pussy on backpage for $75 f
14339,15892,15892,I'm going to let the pussy out like fight night #vote5sos
14340,15894,15894,"I asked this bitch if she was having a good day, and the bitch said ""stop being weird"" im conf"
14341,15895,15895,idgaf what you bitches say about me 
14342,15896,15896,Its so damn hot in this bitch
14343,15897,15897,"""This bitch is just dead weight""

- Pallbearers"
14344,15898,15898,Niggas gossip like hoes I'm sleep tho
14345,15899,15899,I love being loyal to one person fuck having hoes 
14346,15900,15900,"""I ain't tryna steal ya car, but I DID eat the hell outcha wife's pussy!"" #htgawm"
14347,15902,15902,"First you twist it, then you- aw crap, it broke."
14348,15903,15903,Monday was SUCH a bitch today.
14349,15904,15904,R.I.P. to the hoes dying for attention
14350,15905,15905,Robert Robert lmaoooo what a bunch of fags
14351,15906,15906,I saw a great chimpout 2 summers ago. A middle aged Salvadoran and his 15 Yr old son got wasted by 6 beaners at the metlife 
14352,15909,15909,"I got 99 problems and the bitch heard me call her a bitch, So now I have 100."
14353,15910,15910,"*How girls become friends* Omg, I love your shoes *How guys become friends* Excuse me sir,I see u fuck bitches. I, ..."
14354,15919,15919,if u know how to French inhale ur a bad bitch
14355,15920,15920,"There's too much groupie bitches.

Hard to come across girls who aren't overly social and friendly with everyone."
14356,15921,15921,"U can eat all the pineapples you want 

Ur pussy still trash."
14357,15922,15922,all these faggots posting faces about to get the hot unfollow
14358,15923,15923,Only soo much a bitch can take...
14359,15925,15925,All I see down my TL is naked white bitches 
14360,15926,15926,Drinking veuve cliquot and eating marshmallows basically because I'm a classy bitch.
14361,15927,15927,Most of these niggas go broke for these hoes
14362,15928,15928,If you're attractive  you think ANY straight guy just wants to be your friend...bitch you stupid
14363,15929,15929,"All three of these hoes getting cute for fucking school, taking for ever and waking me the fuck up ! This why I can't stand h"
14364,15931,15931,no i ain't no bitch  no i ain't no snitch!
14365,15932,15932,If you're going to be a bitch and not come to the show because some bands dropped then w/e. More moshing room for me in that 
14366,15933,15933,"I was disgusted, betrayed, hurt,  my pussy drier than a niggas skin in the winter time"
14367,15934,15934,"Mary autocorrect

its a bitch"
14368,15939,15939,"THE FUCK YOU LOOKING AT BITCH! SWERVE

*puts heelys into full gear*

*glides past the bitches*"
14369,15940,15940,"bitch i only have eyes for da paper

*throws cash everywhere*"
14370,15941,15941,"Don't lie to me, you were crying because you are a faggot."
14371,15942,15942,Harry what hoes tho ? Lol.
14372,15944,15944,"bitches cant get the ios8 because they have over 10 gb of selfies cuh"""
14373,15945,15945,Y'all females love y'all a bum nigga or a jail bird..!!!!
14374,15946,15946,I switched up. You fukin with my old bitch. I'm fukin with yo new bitch 
14375,15947,15947,Niggas talk more than bitches these days......
14376,15948,15948,"Body counts don't matter ! YALL treat all bitches the same anyway, st"
14377,15949,15949,sundy a old school ho tho
14378,15954,15954,How the fuck can some people not get atleast 1 on flappy bird. I just got 11 while smoking a fuckin square.
14379,15955,15955,"""A real man gonna keep it real with his bitches"" LMAOOOOO shut up I'm not tellin u about other women mind ur business"
14380,15956,15956,Nymphos are stupid. Go hose your pussy down you weird bitch
14381,15959,15959,#Yankees can jump into first place TONIGHT. RT if you think they will!
14382,15961,15961,it ain't nothing to cut that bitch off 
14383,15962,15962,I hope LVG is homeless in a few years whilst Welbeck is scoring 30+ for Arsenal and fucking bitches
14384,15965,15965,"Actually, I take that back  you niggas ain't loyal"" im loyal fam nah negro nah"
14385,15966,15966,Roberta then how yall got here b stfu negro
14386,15967,15967,I need molly water and a chubby asian bitch same
14387,15968,15968,Stop being a hoe so I can love you :/
14388,15969,15969,You hoes ain't worth losing sleep over
14389,15970,15970,Samuel stop crying you pussy
14390,15971,15971,""" these hoes ain't loyal "" 

duhh BITCH she a HOE !!!!!!"
14391,15972,15972,Now a days bitches will beef w/ you over something that has nothing to do w/ them  bitch yo ugly ass wasn't a factor a
14392,15975,15975,"alcohol is liquid truth. So if a girl is a hoe when she drinks, she's naturally a hoe anyway."
14393,15977,15977,You know all these bitches who posted pics for Zeeti are in the shower like Jim Carey in Ace Ventura after he found out Ei
14394,15978,15978,You either gay or straight don't talk to me bitch please 
14395,15979,15979,I hate when ppl say hoes aren't loyal. They supposed to be? 
14396,15980,15980,Dizzy bitch 
14397,15981,15981,"Karie it all depends on the female dawg, usually that's how it is with these hoes but the genuine women fuck w"
14398,15982,15982,"Harry yu ah hoe""lmfao,"
14399,15984,15984,Thats yo bitch she my bitch too
14400,15985,15985,First thing I look at is what's on a bitch feet
14401,15986,15986,You bitches selfish .. Y'all want Father's Day too? Damn lol
14402,15987,15987,Y'all niggas ain't no killas y'all niggaz some hoes...
14403,15988,15988,Howard Howard Nigga I'm just popping Molly  stepping out. You bowling bitch don't come at me
14404,15989,15989,Ain't no money or no hoe in the world can spoil it  #MyBrothersKeeper
14405,15991,15991,"You got bitches, and I don't have niggas  ... I want you."
14406,15994,15994,Can you imagine Tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful
14407,15995,15995,I done went wit a hoe before frfr so who am I to judge
14408,15996,15996,Daniel na a hoe cry to yu swear she ain't fuckn off n still have a side nigga
14409,15997,15997,Spit da same game to hoes like da same clothes money bring power so we like a bankroll Linda 
14410,15998,15998,Mannn let bosh hoe ass hit that 3
14411,16001,16001,Ladies listen NO nigga wants to settle down at a young age. All you bitches crying about being single now will be wifed in 1
14412,16002,16002,Worst movie you can think of? Fan that fucking trash netflix be posting shit that looks like a porno
14413,16003,16003,Marla bitch
14414,16005,16005,Bitches will give their pussy to the whole community but wont give a nigga a piece of gum
14415,16006,16006,"just because i think you're fine don't mean i want you, you appealing to my eyes, not my heart bitch."
14416,16007,16007,I got money I don't need u bitch
14417,16008,16008,Everybody think i get hoes and think ima playa but honestly im in my crib wondering bout if my mom making yellow or whi
14418,16009,16009,Niggas these days will walk 10 miles to get some pussy. 
14419,16010,16010,"i hate when italian ppl say ""olive garden isnt real italian food"" fuck ur grandmas roasted casserole you bitch olive garden i"
14420,16011,16011,RT Charles Niggaz buying p***y....Niggaz buying p***y. + Don't start this hoe shit...
14421,16012,16012,Alphonse grab me some bitches while u up there lmao oh and a belt ( fendi )
14422,16013,16013,"Give me three wishes

I wish, I wish, I wish, you would bitch"
14423,16014,16014,"Your girl hold my dick like a wii controller
Where's your bitch, nigga? We control her"
14424,16016,16016,Betty Betty long as my bitches love me  
14425,16018,16018,Not all black girls are ghetto .
14426,16019,16019,I'm pretty sure my future ex boyfriend is on here slidin in another bitch DMs...but i'm patient
14427,16020,16020,My dog is gonna be a bitch magnet for sure no
14428,16021,16021,Ann haha doubt it did you see all them bitches you had at the track field ? there were soo many 
14429,16022,16022,Eric just like you you pulled all them track bitches 
14430,16023,16023,It's okay chiquito  I'm not in the ghetto anymore 
14431,16024,16024,You don't know maybe some bitches like a man in a tutu 
14432,16025,16025,You can't take no ones bitch.
14433,16026,16026,This faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag
14434,16027,16027,You niggaz really think yo niggaz/n yo bitch solid guarantee yo nigga will hav her choosin n wont tell ya
14435,16028,16028,"Why all ghetto chicks gotta smell like love-spell. Or that cucumber shit, bath  body works!"
14436,16029,16029,"My bitch bad, she from the island"
14437,16030,16030,I can't trust ah soul I can't trust these NIGHAS I can't trust these hoes
14438,16032,16032,"Why does nobody believe me when i say im a virgin dewd wtf

 No you aint hoe"
14439,16033,16033,Tamara you need one yesss cause I'm not her bf !you my bitch
14440,16034,16034,Kevin bitchman that's so cute to me find a date
14441,16035,16035,let me sit this ass on you !Micheal you and Chris better Gtf 
14442,16036,16036,where tf lyssa toilet mouth ass ?  wassupyou be twatching hoe 
14443,16037,16037,Daniel lmfao bitch was I talking to you but I'm talking to you in my bubba voice 
14444,16038,16038,Small ass pants bitch 
14445,16039,16039,You been the side hoe omg 
14446,16040,16040,These hoes gonna be stunting in Florida with the pussy
14447,16041,16041,"hoe bang this big | | and she got nerves to think she better then us , bitches have no chill "
14448,16042,16042,ion be understanding how all you hoes drop yall nuts at once but when a bitch on your ass you can't hear a mouse piss 
14449,16044,16044,You stupid lil ass bitch I ain't fuckin with chuuu.
14450,16045,16045,"What the fuck was wrong with me? Thinking I can wife this hoe."""
14451,16046,16046,"Niggas will fuck yah good , eat ya pussy then go home to they bitch like ain't shit happen "
14452,16047,16047,"They on a bitch , yeah they want a bitch"
14453,16048,16048,If u can steal her she's a hoe
14454,16049,16049,Iz no point in being jealous cuz dee hoes for everybody # #BucketsProverbs
14455,16050,16050,U bitches boring
14456,16051,16051,You knew I fucked that bitch and you didn't react?
14457,16052,16052,half y'all bitches side hoes and don't even know.
14458,16053,16053,A dyke a tuck her titties in the winter and start calling herself Mr.
14459,16055,16055,When ur fuckin and her pussy stank but u have really good friends........... ht
14460,16057,16057,One loyal girlfriend is worth more than one hundred hoes.
14461,16058,16058,i fully support same-sex marriage but i'll never stop calling my friends faggots
14462,16060,16060,I do not fuck with that bitch she cannot keep her legs closed
14463,16061,16061,James dont mind my retarded ass
14464,16062,16062,"If youve only seen my couch, not my bed, then you my hoe"
14465,16063,16063,How I lose this sweet..you ain't lose it you hide it lmfao Viri tryna smoke that hoe to his self
14466,16064,16064,My mama told me if a bitch feet dirty her pussy dirty cause ya feet the first thing that hit the water when you bathe.
14467,16065,16065,I can't stand no messy hoe1000 true story
14468,16066,16066,"Laurinda lls lor bitches stay wanting to fight , made them real mad i talks my Shit"
14469,16067,16067,I hate you sidelines hoes y'all got so much courage 
14470,16068,16068,I hate salty bitches
14471,16069,16069,"She a bad bitch, let's get to it right away ."
14472,16070,16070," it's sad cause niggas will have a good girl  do her wrong, it's hard finding a good bitch out here forreal."
14473,16071,16071,We slap bitches! 
14474,16074,16074,"Pussy will always be my fav iggy song, like how do you not like a song that just says pussy numerous amounts of time."
14475,16076,16076,If you can't eat pussy that's got hair on it I'm not even sure you really know how to eat pussy.
14476,16077,16077,Daniel man I just went from 0 - 100 real quick I ain't no hoe the fuck niggas thought this was ?
14477,16078,16078,Throw me a blunt bitch
14478,16080,16080,Hoes out here selling pussy for some new uggs! You disqualified
14479,16081,16081,A girl KNOWS when a bitch likes her boyfriend 
14480,16082,16082,"If her pussy got over 10 body counts, It's dead. Pussies only have 9 lives "
14481,16083,16083,"Gotta eat her pussy so good she forget dick coming next. Have her talking to herself like ""he brought dick with him too"""" "
14482,16084,16084,"""Young N****s act hard and all the bad B*****s grew up to be trash broads"" -Samantha "
14483,16085,16085,The bigger the hoops the bigger the hoe #jerryspringer #classic #truthhurts
14484,16086,16086,These bitches play on everybody's team
14485,16087,16087,Yu hoes just love to pump fake bout y'all lives on these social networks
14486,16088,16088,"Fuck bitches, get re-elected #TeamJFK"
14487,16089,16089,"I choose to fuck all these bitches not because they're easy, but because I'm hard #PresidentialPounding"
14488,16090,16090,One man's trash is another man's wife #Fact
14489,16092,16092,Four Brothers showed the bitch in a lot of niggas. I would've killed. I would've killed Victor Sweet if I was one of his l
14490,16093,16093,"I knew a bitch in college who sold the pussy for 2-3 ""favors"""
14491,16094,16094,I have no hoes man. I don't need those though  I need to pick mines back up 
14492,16096,16096,"Swear AG ugly den a bitch. He look like a possum and giraffe mix breed."" This isnt funny. But I died l"
14493,16097,16097,bitch i don't fucking know you
14494,16098,16098,Michael bitch ass nikka took Flight Frm #Kenosha
14495,16100,16100,"Everybody claim they fvck with ""bad bitches"" but all the ugly bitches getting pregnant 
.

.

.

.
Somebody lien"
14496,16101,16101,"I'm convinced that some of y'all bitches get pregnant purposely because ""birth control  plan b pills"" are effective "
14497,16103,16103,"I have a daughter to think about , yall think I'm worry about you hoes , naaaaaaaa"
14498,16105,16105,i hate ah dirty house!!! foul living bitches it's a lot of them out there
14499,16106,16106,Keep ur bitch on a leash .
14500,16108,16108,"I tell a bitch, go and get my name tatted on her spine so I can feel good when I'm hittin it from behind"
14501,16109,16109,Fuck twerking bitch can you cook
14502,16110,16110,Wet pussy with no smell a mf
14503,16111,16111,If you a hoe you a hoe I'm not finna sugar code it
14504,16112,16112,She's hurt. The nigga she crushing on fucking a bottle girl so they all have to be hoes.
14505,16115,16115,Hoes gone be hoes.and these hoes can't be trusted 
14506,16116,16116,"Thursday We will see bitches dressed up like if the hallways were runways, clown make up on some girls,guys with pants belo"
14507,16117,16117,Getting called ugly by a bitch that use to idolize you.  Ohhhh well okay... 
14508,16118,16118,"I think IF i had hoes , i would tell them alll the same shit  im too lazy to be tryna switch shit up . "
14509,16119,16119,On god yall hoes better get off my twitter
14510,16120,16120,stick by his side and don't give his pussy up . .
14511,16121,16121,"my pussy cuteness always sets me up for a good dayu need some dick""

WOOOOH

You "
14512,16123,16123,"If you ask me, every bitch gay not me I'm all sexual"" Wtf is all sexual? If you don't mind me asking"
14513,16125,16125,I don't care about none of these bitches 
14514,16126,16126,"Makem eat my ass since eating pussy ain't major nomore "" "
14515,16127,16127,It's unattractive when girls act ghetto
14516,16128,16128,"Girls say bs like ""you got too many hoes"". Stop letting twitter and IG fool you. I don't know these fucki"
14517,16129,16129,I'll never understand how people can fake an entire relationship? I can't even fake a 'hello' to a bitch that I fucking
14518,16130,16130,I'm not going out my way 2 make sure bitches know NOTHING ... Just pay attention !!!
14519,16132,16132,- when ya friends nag you like they yo bitch  mayne chill tf
14520,16133,16133,Yeen suckin yeen fuckin watchu doin hoe ?
14521,16134,16134,When the pussy so wet you hear that shit smacking   
14522,16135,16135,he like me even more cuz he know I gotta bitch
14523,16136,16136,All you hoes wake up
14524,16137,16137,Yo hoe will get slayed 
14525,16139,16139,Bacon over bitches
14526,16140,16140,man I'm strolling and all I see is y'all hoes that suck dick talking about her like man don't stunt on her bru .
14527,16141,16141,Virginia Virginia yeah Texans are so much better you fucking retard
14528,16142,16142,Some of you cunts owe me money.
14529,16143,16143,Ion want the pussy if it come wit hairs
14530,16144,16144,"I hate ""I'm my own WCW"" ass bitches "
14531,16145,16145,"April April April April bitch you ugly as fuck, are you a fuck tranny ? Get Alligator face as"
14532,16146,16146,Mary I'll find you a ride. But it's no pussy shit and that was some pussy shit 
14533,16148,16148,"i have absolutely no ""hoes"""
14534,16149,16149,"""Light beer? You mean faggot piss?"" -Overly Powered Man"
14535,16152,16152,What's yall favorite chappelle show skit? Is wayne Brady gonna have to choke a bitch? 
14536,16153,16153,"I hate a ""I'm my own WCW "" ass bitch "
14537,16154,16154,I don't be worrying about these messy hood ass hoes but they worrying about me though. Why? 
14538,16155,16155,I don't understand I don't even fuck with these bitches but I'm so relevant to them though 
14539,16156,16156,Never realize the precious time you bitch niggas is wasting 
14540,16157,16157,Freaky ass ready ass hoes
14541,16158,16158,"These hoes got more bodies than a cemetery."""
14542,16159,16159,Bobby bitch bobby bitch 
14543,16160,16160,People getting called all types of bitches over music lol you know how ridiculous that is?
14544,16161,16161,U gotta be a pathetic bitch to ride by another females house looking for a nigga that ain't yours smh
14545,16162,16162,I don't understand how bitches find the time to worry about what another bitch is doing
14546,16163,16163,Why do these hoes think it's cute to take pictures kissing eachother ? #gaggggg
14547,16164,16164,If Griff wasnt injuries wed legit be 6-1
14548,16165,16165,Wendy hell yea save money like a hoe
14549,16166,16166,That hoe is live though
14550,16167,16167,I don't care about none of these bitches
14551,16168,16168,R.I.P  to the hoes dying for attention.
14552,16169,16169,"Once a hoe , always a hoe "
14553,16170,16170,"If a bitch think I'm worried about her , that bitch overthinking "
14554,16171,16171,30 bottles ! 30 bitches !
14555,16172,16172,"""I'm against feminism I think men and women should be equal"" a bitch that don't know shit about feminism"
14556,16173,16173,Ella lol for what? Lol you dissing us shut up bitch
14557,16174,16174,Pick 6 hoe lets gooo
14558,16176,16176,"ain't no ""WE"" in this bitch ."
14559,16177,16177,"If a bitch tweeting about a nigga and he saying he don't mess with her , He's lying That bitch ain't tweeting for nothing "
14560,16178,16178,Only the basic bitches put on for Twitter ..
14561,16179,16179,I hate when boys keep chasing a bitch that treat them like they any nigga 
14562,16180,16180,When niggas try to act hard but really be bitch made 
14563,16181,16181,"' You messin with broke niggahs you gon be broke niggah "" nigga preeeeeeeach ! !"
14564,16182,16182,Been Trynna catch up Witchu pussy 
14565,16183,16183,"I don't be fucking with NOBODY , cause most of these bitches got fake in they blood . and niggas"
14566,16185,16185,Brandon Jennings easily got the coldest bitch ever damn near lolnot damn near that's fact.
14567,16186,16186,Exactly. Don't be gettin no additional pussy for them soft ass tweets. Jus be you dude lol
14568,16187,16187,Woww. Now niggas can't hit u bitches line and ask what u doin nomo.
14569,16188,16188,killing these bitches go body for body 
14570,16189,16189,I hate a bitch that acts like she can't be single. Get your I need a man ass on
14571,16190,16190,Bro even with uno webo I still get more pussy than you  
14572,16191,16191,Why does everybody drive like retards when it rains lol
14573,16192,16192,You better pray I don't send your nudes out bitch
14574,16193,16193,How many bitches have actually gone to the club in a mini skirt  j's on? #questionoftheday
14575,16194,16194,"I want this ""bad bitch"" epidemic to be over so fast bruh...fees can't write a sentence with proper subject-verb agreement now"
14576,16195,16195,"i wish i was born in a different generation , cause yall just make my pussy bones hurt . sicken ass children ."
14577,16196,16196,where is D hoes ? 
14578,16197,16197,Niggas be out here loving ALL they hoes...that's a no no.
14579,16198,16198,"Niggas bitches getting exposed"""
14580,16199,16199,If you ask me every bitch gay. true dat true dat
14581,16200,16200,the same hoes is still at it
14582,16201,16201,Sue yea that hoe was rocking Friday and last night
14583,16202,16202,Carlos  2 many lil bitty bitches
14584,16203,16203,Britney  chill bitch
14585,16204,16204,Dudes a hoe had me laughin on my only pics
14586,16205,16205,Sum hoes be smoking to look cute bitch u better inhale that shit wasting weed
14587,16207,16207,"Real bitches who really hungry won't be out here arguing with bitches on twitter straight flexin"""
14588,16208,16208,"Dora tbh but a niggah can't have a normal convo with someone lmao""hoes will be hoes Brian lol"
14589,16209,16209,When will you guys leave that childish pussy alone? Get that sophisticated pussy.
14590,16210,16210,bitches be fake af 
14591,16212,16212,my inner nigger is coming out
14592,16213,16213,Fxck outta here hoe 
14593,16214,16214,"Dumb bitch"" im singing to you bitch"
14594,16215,16215,This hoe never called me like she said Anthony 
14595,16216,16216,"Whats a bad bitch to 
a queen with Goals"
14596,16218,16218,It ain't nothing to cut that bitch off. 
14597,16219,16219,Bitches be thinking they are soooo out here like no your just an everyday average Instagram bitch
14598,16220,16220,Bad bitch give me head like lice .
14599,16221,16221,"Side bxtches gettin lit up outchea, y'all birds better tighten up."
14600,16222,16222,i tell you ANYTHING on this bitch i better get a thank you. fuck wrong w/ you dumb ass i wanna be famous ass 3 mixtapes cant r
14601,16223,16223,all these bitches fake if you ask me
14602,16224,16224,"Nomatter how much I'm feeling you, u can't compete with girls who throw the pussy. Im just gonna always take the L"
14603,16225,16225,Francisco miss ya too nigger 
14604,16226,16226,my sugar daddy is following this bitch fuckin hoe that use to be my friend this is bullshit
14605,16227,16227,Samuel Shi...now I don't wanna rant b/c my first impression would be that i'm a such a bitch  lmao.
14606,16228,16228,"I hate a copy cat ass bitch. Monkey see, monkey do ass bitch "
14607,16230,16230,Daniel 1st block bitch Wassup
14608,16232,16232,Hmu talmbout match but when I pull up its 30 other niccas wit ya  smfh shit like that kill me
14609,16233,16233,Im a boss ass bitch! Linda Linda 
14610,16234,16234,She want to give u pussy so bad she mad at u cus u fucking it up
14611,16235,16235,Sometime u gotta shut down all tha fun and get tha $ rite. get ugly on these hoes and EAT!
14612,16236,16236,A hoe gone be a hoe and dats #100 nd when a nigga broke them hoes act funny!
14613,16237,16237,swear me n zee da only niccas who aint got da update yetI'm right there wit cha bruh
14614,16238,16238,You talking shit  But yo pockets ain't shit  Yo bitch ain't shit  Yo life ain't shit  nigga you just a ain't shit as nig
14615,16239,16239,"""Her pussy fatter than ya dick"" lmao"
14616,16240,16240,All these bitches  niggaz with they imaginary haters .....
14617,16241,16241,"Idc about your ""story"", if Petey Pablo said your name in Freek A Leek, you automatically a hoe"
14618,16242,16242,Heat lost. Medical marijuana got rejected. Rick Scott got reelected. I still have no hoes. Today's just been a bad day.
14619,16243,16243,Every bitch in Houston look good ?
14620,16244,16244,Anthony hahahaha signs be funny than a bitch
14621,16245,16245,heard a bitch say im ugly but ha nigga thank different  you say you mainline he dont treat me no different 
14622,16246,16246,ever wanna text somebody and be like bitch die I hope you don't wake up you low down dirty muthafxcka
14623,16247,16247,these bitch niggas couldn't live my cold life$tyle
14624,16248,16248,Yall hoes love football
14625,16250,16250,Paula Paula Paula Paula fuck no id be gettin swole in there like everyday nigger
14626,16251,16251,I swear it's the huge bitches that think they the baddest
14627,16252,16252,"imma cool as bitch so if a bitch don't like me it's a personal problem 
."
14628,16254,16254,Sherri  on God i be thinking that . lol people at school be showing me this nigguh videos . im like  he famous oss 
14629,16255,16255,"don't try nd play me, I'll hoe u harder "
14630,16256,16256,These hoes sad man
14631,16257,16257,Y'all bitches be like 16 looking 25 
14632,16258,16258,"How you leave ya mans dead for a broke bitch, most these rap niggas on some hoe shit!!!"
14633,16259,16259,Dougie be yamming the coon all that beat boxing 
14634,16261,16261,"Gotta watch these hoes "" I Swear "
14635,16262,16262,Truth B told i have -0 hoes 
14636,16263,16263,1) A real nigga would NEVER be hurt and crying over pussy they didn't get for two years. What kinda gay shit is that?
14637,16264,16264,"4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the"
14638,16265,16265, Lord please don't let this bitch kill my vibe.
14639,16266,16266,And y'all niggas jus give up the pussy.. I wonder how y'all feel reading the TL... Nervous AF huh? Thinkin y'all bout to ge
14640,16267,16267,Life to short to be walkin round mad at bitches
14641,16268,16268,bitches jus love to get me madd
14642,16269,16269,"pussy like girls, damn is my pussy gay?"
14643,16270,16270,"Any bitch that has ever had a ""problem"" with me ain't checked shit but my twitter ""NBS !!"
14644,16271,16271,"js met a lil bitch wit a long name mufucka had more letters den Tennessee, I go gorilla ina pussy, RIP"
14645,16272,16272,If you still put your pride in front of your feelings .. Then yes bitch your still childish
14646,16273,16273,When she waives her pussy fees bye Lawrence 
14647,16274,16274,The single life is hitting for zero. Like I don't even want hoes.
14648,16275,16275,I swear these bitches think their still in highschool
14649,16276,16276,I believe there's a hood in heaven cause the devil gots a bad bitch.
14650,16277,16277,Man just proofread  edited this niggah sentencefeel like I'm back in 6th grade doing daily oral la
14651,16278,16278,Thomas boy I was clean in them bitches.you loved them damn sandals 
14652,16279,16279,"If we cuddle then Im sliding something thick in your pussy, just a warning"
14653,16280,16280,Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious
14654,16281,16281,if you can't do or say certain shit in front of yo bitch then don't do it
14655,16282,16282,Niggas be catching attitudes and expect a bitch to beg plenty of sorry's to figure out what's his problem. NO
14656,16283,16283,"Sellin' my soul for material wishes , fast cars  bitches"
14657,16284,16284,"I don't wanna hear Sgt. #Tahmooressi's name come outta the Preezy's mouth. He couldn't be bothered then, keep his pie ho"
14658,16285,16285,Lil stupid ass bitch.. i aint fucking with YOU 
14659,16286,16286,What's the difference between a main  a side bitch ?? Shit y'all both getting feed lies  dick!
14660,16287,16287,most of the bitches he fw not old enough to get a ID so what that tell you 
14661,16288,16288,Christopher invest in some curtains bitch
14662,16289,16289,if im bad built ok yall built like tractors yall got relationships bitch where mine ?? 
14663,16290,16290,I wonder if I Rhonda I be like I want fuck would I be wrong or  you a be one brave as bitch
14664,16291,16291,these bitches can't do nothin for you.
14665,16292,16292,"Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title"
14666,16293,16293,in a relationship there's gonna be bitches badder than yours or niggas doing better than your nigga. that's where the loyalty
14667,16294,16294,I am so jealous of bitches who can squirt 
14668,16295,16295,"Zulema don't worry bitches only act bold when they have somebody to ""back"" them up! It's cool tho I got you if anything!"
14669,16296,16296,Bring winter back... This 70 degrees at 7 am shit is for the birds---Get The Fukkk Outta Here Bro!!
14670,16297,16297,"Rafael you have no sense of humor so back off their backs

ur a lil bitch and im 10"
14671,16298,16298,"If i had a dollar for every bobby pin I've lost, I'd be one rich bitch"
14672,16299,16299,"I don't care what any of you bitches say, Kesha is awesome "
14673,16300,16300,these hoes ain't loyal
14674,16301,16301,Some of you bitches are DUMBBBB they are everywhere trev. 
14675,16302,16302,"I can't stand a ""fuck these niggas"" ass bitch.."
14676,16303,16303,everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch 
14677,16304,16304,I'm not the type of guy to bitch about how hot it is but it's about to be 11 and I'm still sweating q
14678,16305,16305,All I want for valentines day is a big booty hoe.
14679,16306,16306,Doyle Happy birthday fag boy
14680,16307,16307,Hannah is retarded don't listen to her.
14681,16308,16308,Bruce don't get me started on you potato head lookin ass bitch
14682,16309,16309,"Mary why do you call most guys that talk shit to you ""fags"" then? You should use another word hypocrite."
14683,16310,16310,If I cum on your pussy don't be tryna rub it in like they do in the pornos cuz if u get pregnant tha
14684,16311,16311,You got niggas  I got bitches but I want you... 
14685,16313,16313,""" now i know why niggas have sides, my bitch boring """
14686,16315,16315,"yellow overall shorts, boxers over leggings. What was your bes"
14687,16316,16316,"Elizabeth omg Nathaniel. No ""come here mr pussy"" ""Mr pussy where are you"" lol"
