,tweet
17585,"@socass_ I SANG FOR YOU, YOU NAZI&#8221;

*beaner"
17586,A hoe gone be a hoe &#128564;
17587,Swear these hoes ain't got nothing on me &#128107;&#128129;
17588,"i hate a bitch that think she the shit, bitch you basic as the fuck&#128564;&#128564;"
17589,"""mayonnaise colored benz i push miracle whips"" http://t.co/BmXuyP8ehH"
17590,Llamf cumin wit better bars already bitch boiz &#128529;&#128529;&#128529;&#128529;&#128529; yall dun fukd all da way up
17591,I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass
17592,idkmadz tbh I've seen you in recess at the monkey bars but I was too busy getting beat up lol ! we should talk more! rate &#8230;
17593,@kmichelle beef? Bitch ur pussy smell like beef &#128169;&#128514;&#128514;&#128514;
17594,@kmichelle crank that shitty pussy yuuuuuuuuuaaaaaaa &#128169;&#128169;&#128169;&#128169;&#128169;&#128169;&#128169;&#128169;
17595,@kmichelle ur pussy smell like dumpster juice &#128169;
17596,Ain't got time for stupid bitches &#128557;
17597,K Michelle pussy smell like shit
17598,@vintage_monroe_ bitch you gorgeous
17599,"I got Twitter, Facebook, &amp; Instagram.. The Fuk Yuh Mean ""send u a pic ?.. bitch you better Download my avi"
17600,Don't got a problem smacking a bitch
17601,Fuck da Opps 1x Fuck dear hoes 3x &#128514;
17602,I wanna be the reason u look down at your phone &amp; smile then a car run yo ass over hoe!
17603,Paybacks a bitch it really is!
17604,Don't eat pussy until she show you the Vagfax
17605,Fucking nosey ass bitch I swear lol
17606,Hope you got what you wanted bitch.
17607,' I will never date a female with another niggah name on her lol . Wtf .&#8221;
17608,"I'm a star jones man myself, I love that big bitch"
17609,Here come wiggas soft tweets.. &#128514;
17610,White ppl will call Mexicans beaners and claim they taking their jobs but have sugar skull tattoos :-(
17611,If a tree falls in the woods and nobody is around does it make any noise? If NJ blows away and only trash live the ...
17612,Naw deez ain't no 24s hoe u gota add 4 mo ...#str8up
17613,My stroke game stale so I gotta eat the pussy like a husky dike.&#8221;
17614,"I'm gonna rock out with my cock out, and you're gonna jam out with your clam out"
17615,"Hoes be like ""go talk to one of your hoes"".... I be like ""you are one of my hoes"""
17616,@Trestin_Galore_ I know cunt nugget &#128514;&#128514;
17617,her pussy stay wet when shes around me gotta lick it till she wetter then never before
17618,lohanthony is such a little bitch he doesnt even like the girls and he gets followed i dedicate my life to them and i ge&#8230;
17619,a loyal girl really truly does come with a smart mouth and arguments. only a hoe will let you do as you please cause she g&#8230;
17620,Spider-Man was a bitch highkey tho
17621,Cumming in her pussy was love
17622,"Yeah I checked my connection, I have fucking wifi. Did you check if you were being a lil bitch nigga? http://t.co/0kvF0REwjd"
17623,momma dee ain't loyal. you ain't pose to tell his main bitch bout his side bitches &#128514;
17624,yall niggas is hoes.
17625,http://t.co/jhaOcX1MTd
17626,"i hate hype ass bitches, like ... it's too early for you to be all loud; sit tf down somewhere."
17627,@t_ndyy awwww my niggar thank you so much sure means a lot &#9825;&#9825;
17628,"no need to compete with other women there's only one of me, and shit... im that bitch"
17629,@PacmanJonez @PhilWOTG you the whitest person on my TL but you always so ghetto. Im sick of it
17630,You are the biggest two faced bitch I have ever met.&#8221; You won't @ her
17631,People beg to see women's bodies but the minute they're seen that woman is now a hoe oh okay
17632,"When a sideline hoe gets mad, BITCH SHUT UP! You was okay with being second ALL this time, now all of sudden it's a probl&#8230;"
17633,"Bitches tweets be like...

""I wanna suck some dick &#127814;"" 

then be like...

""&#9995; Chill it's just a song! "" 

bitch what song is&#8230;"
17634,"I be so confused when y'all be tweeting ""I wanna bitch that can roll my weed &amp;smoke all night with"" like wtf kind of standards &#8230;"
17635,Little bitch
17636,@1inkkofrosess that hoe so icy&#128557;&#128293;
17637,Some of you hoes got so much to say with so little&#128134;
17638,Latina pussy be like http://t.co/VORy1vgH4U
17639,"""what are you twelve""

yeah on a scale of one to ten

bitch"
17640,why be negative when you can be positive fucking smile you beautiful bitch
17641,Trust no bitch #wordsofadvice
17642,"""so many hoes, it should be an ethnicity"""
17643,@WestSideFlee out here sending hoes clean off fse !!!!&#128514;&#128514;&#128514;&#128514;
17644,I wasnt put on earth for a bitch not to like me&amp; I damn for sure dgaffff &#128540;&#128076;
17645,Shiiiiiit... &#128514;&#128514; http://t.co/yUJJDMtDC4
17646,"&#128073;&#128073;RT @NYSAnimal It used to be a shame to be hoe/prostitute, with social media they call it hustling lol"
17647,@DonQuixtote he trash tbh #StartMikeVike
17648,If I were to say be my girlfriend would you believe that I dropped all my hoes for you?
17649,"Ohioans clowned on Kid like, ""It's sooo warm here! What the fuck is wrong with Minnesota?"" Well that bitch Karma teamed wit&#8230;"
17650,@Visually_Gifted They sound like soulless cunts
17651,&#8220;If your 15/16 ACT like your those ages not like your 20. Its not cute.&#8221; That awk moment when I thought this tweet was abo&#8230;
17652,"If you think your mans cheating, you take him to that bitches house and see if his wifi connects&#128074;"
17653,Dolph in this hoe... Bout to rock dj holiday show!!!! #memphis
17654,@victoriaaa_lee @anniespringer_ ew she's so ugly who is that hoe
17655,My pussy popz Severely https://t.co/15IOQ7M0KF
17656,"Flavaaaaa in ya ear, that hoe live lol"
17657,Ya lil dumb ass bitch ian fwy
17658,Ha ha real name is Ha'Sean &#128530;&#128530; where y'all get these ghetto ass names from?
17659,ready to make today my bitch.
17660,Alex Rodriguez you lucky only the Ryan Dempster hit you. I going to get my camel to break your neck you son of a bitch
17661,Justin Bieber win Oscar for suck my balls you dead dog midget dick son of a bitch
17662,My #tbt I learn the English from that jabroni big bird but I break his fucking neck http://t.co/vDpIq8Zuxo http://t.co/4&#8230;
17663,Wake up you dumb son of a bitch
17664,hello @TheBatman you are now official big time pussy
17665,Sarah burkes pussy b like http://t.co/HpXUDcuNEq
17666,"then u have the annoying ""HIT ME I DARE YOU"" ass bitches always tryna test a big ass 6ft linebacker ass dude.. girl if you&#8230;"
17667,Why do niggas settle for easy bitches ? Like don't y'all wanna bitch that challenges you to better yoursel&#8230;
17668,Every bitch got a nigga that she gone always fuck with. No matter what. &#128152;
17669,All these bitches somewhere coughing like a mug http://t.co/Pow2SHkwIz
17670,ESPN has Jason Whitlock on PTI ass kissing for mister Charlie to justify the bullshit the Eagles did to D. Jackson
17671,"Every man can't have a bad bitch. But in this country if you got 100$ cash &amp; r willing to go where poverty roams, you &#8230;"
17672,Every time you sleep with two women in a day it proves this country has a problem educating bitches about their self w&#8230;
17673,If your man is happy in his next relationship your fucked up ways are a blessing bitch
17674,It's a got damn shame bitches wit raw ass dick sucking skills are not wifey material.
17675,Long finger dike hoes be pulling off their gloves instead of winking at bitches they trying to suck
17676,No man has ever aborted a baby even if he have her $ on it. Abortion bitches will soon meet god &amp; they baby to face th&#8230;
17677,"People who r mentally stable know when to beat their kids &amp; when to talk to them. Clubs hoes &amp; ""stop by dads"" should n&#8230;"
17678,The WNBA superstars can suck pussy while on top of da world but when they stop playing &amp; da thousands r gone they sett&#8230;
17679,"This bitch wit a baby ask me to switch seats so the family could be together. I said ""bitch my family wasn't together?&#8230;"
17680,"Twitter family, I promise to put my tour schedule up today as soon as I have this pussy hustlin girl I pay for service&#8230;"
17681,When gay girls suck pussy from a bitch who just took a plan B pill the other day that means the munching hoe ate plans&#8230;
17682,You are who you kick it wit y'all. Check yo squad- if busters &amp; blameamotherfucker ass bitches surround U it's twice a&#8230;
17683,"Me and ma niggah @thecrewfinest In the Func fucccccccked upppppp &#128514;""I'm Here On!!!"
17684,http://t.co/VAuLGcpkIS http://t.co/h&#8230;
17685,The Game Beats 40 Glocc in LA (Full Video) http://t.co/80lf7HvsWm via @youtube - this bitch 40 cop can't be s&#8230;
17686,"Does SZA have freckles on her pussy too?"""
17687,"And if you ain't a hoe, get up out my trap houseeee!"
17688,Bow wow look like the stress of saving a hoe is wearing him down http://t.co/S&#8230;
17689,A bitch will fuck wit a dead beat dad as long as he cuttin her checks&#128546;
17690,@red_is_raw so is your pussy lmao
17691,Settling down is for pussies
17692,""" N word or cracker...which is more offensive?"". probably the one you won't spell out, you fucking hacks&#8230;"
17693,The price of pussy in Toronto has now declined to one Henessey bottle and a quarter pounder combo with large fries.
17694,Making today my bitch &#128520;
17695,Viola Davis sans wig is still stuntin on you hoes in the most classically beautiful way. #HTGAWM
17696,This bitch just blew my high and i was high off all of these drugs
17697,"joseline did not sneak athea , if a bitch you dont like coming at you like that &amp; you still sit yo ass onnat couch THATS&#8230;"
17698,I told you to unfollow that bitch but you ain't wanna listen Barbie http://t.co/sw3rkoCW1c&#8221; &#128079;&#128079;&#128079;&#128514;
17699,"@royaltyclubvp @Aswaad88 worse yet u meet a bird with a nice ras and you're like ""something about u looks familiar"" lol&#8230;"
17700,"Words go from babe to bitch, I love you to I hate you, I need you to forget you, you're my everything to you're nothing."
17701,&amp; fuck these bitches
17702,My music taste goes from ghetto black girl to depressed white girl.
17703,I will fight a bitch for Austin that's my gringo right there ain't no one messing with my white chocolate drop
17704,"Apr 29th 1997 @WASPOfficial released the album ""Kill.Fuck.Die"" #TakeTheAddiction #MyTorturedEyes #WASP #HeavyMetal http&#8230;"
17705,This kid is wearing HUF socks and a Don't Sweat My Swag sweatshirt. And I'm like leave some pussy for the rest of us dude
17706,dumb bitch ruined a perfectly good sweater http://t.co/lk8W8jjglI
17707,if ya bitch mad tell ha I'll put ha own &#128176;
17708,Mary Jane my only bitch
17709,I hate when bitter bitches try to take away someone's happiness.
17710,bitches be trying the wrong bitches &amp; don't even be knowing..
17711,"Guys be like ""Man, fuck that bitch!"" &#128563; But deep inside, they miss that ""bitch"", still love that ""bitch"", &amp; want that ""bitch"" &#8230;"
17712,If your girlfriend doesn't like that bitch. You don't talk to that bitch.
17713,"this bitch just said ""I hope it snows like hell this summer "" &#128563; now How in the actual FUCK do you expect that to happen?"
17714,"No bitch u were not born with 7 pounds of sephora and MAC on ya face, that's not ya natural face"
17715,Old soul? More like young bitch.
17716,rt if u a broke bitch with expensive taste
17717,Only low self esteem niggas walk around braggin about bitches he fucked! They have something to prove to ppl
17718,that pointy nail game is for da birds.
17719,"you had me at ""eating pussy""."
17720,Dumb bitch
17721,this bitch just blew my high &amp; i was off all of dese drugs...
17722,"*when bae sings ""it ain't nun to cut that bitch off"" with too much enthusiasm* http://t.co/CN0Vtrk8DA"
17723,"We always bitch about the opposite sex when we're equally just as scandalous. Not all, but a large sum. Hypocrisy at it&#8230;"
17724,Full @weakenednachos set (except the last song) from Southern Darkness Fest last month. Who's the ape on guitar? https://t.c&#8230;
17725,Aye little bitch y'all niggas hirin? &#128514;&#128514;&#128514; https://t.co/F0nTMVCDio
17726,Where da hoes at... C'Mon thru at Hatchy's in Utica TDT about to rock dis biiaaaatch. #TDTHoe #teamspade #highgang
17727,"If a nigga can tell hoes he's taken , he's a real nigga ."
17728,"could never kiss up to a bitch or follow up being someone. not my cup of tea , you hoes look foolish"
17729,when the pussy so good &amp; u forget to pull out http://t.co/653Te4sUhr
17730,@MichelleDBeadle shut the fuck up dumb bitch
17731,Okay okay but. Trans birds
17732,"i hate a ""i don't text first"" type bitch"
17733,Squad up bitch nigga @Ride907 @terryak907 @thomas_olmstead http://t.co/g3BoK10PjZ
17734,I fucked ur bitch after I got bingo
17735,"""Damn girl that pussy talkin"" &#128128;&#128557;&#128557; Im keeled over nigga"
17736,Lil Reese's verse on My Lil Niggas is a str8 hip hop classic
17737,"These Thots keep saying all niggas want is pussy&#128049;&#128530;....Well bitch wtf else does your broke, non cooking, ass have to off&#8230;"
17738,"Yoo &#128514;&#128514; http://t.co/4SqZ7Tvp4v&#8221;

What a fuckin EGO bust. #pussy"
17739,Alabama is overrated this yr the last 2 weeks has shown too many chinks in their armor WV gave them hell too
17740,http://t.co/nX2tqImO2a
17741,you bitches never gonna b happy following these social sites
17742,"You want a hot body? You want a Bugatti? You better be born into wealth, bitch."
17743,Possum a hoe ..
17744,@22EdHam what you still doing up my nig
17745,"i wish they made a hoe fax .
id be like show me the hoe fax before dateing a girl ."
17746,bitches will fuck a nigga with money knowing he ain't buying her shit. but won't fuck a broke nigga that would give her his&#8230;
17747,"I'm really chill. I talk to everyone, I'm far from being a stuck up bitch."
17748,you used to be the shit but now you ain't shit bitch
17749,@ZitlalyL @Vic_Manzan0 he's a beaner not a nigga
17750,Some these bitches got birkins and don't even have cars on the island.. Let alone furniture
17751,"Where'd you get the beauty scar tough guy, eating pussy .. #Scarface"
17752,not no more bitch I swallowed em http://t&#8230;
17753,$ &gt; these bitches
17754,These hoes got no chill http://t.co/lc5GsfOVXS
17755,"Like, when you're a hoe, how do u sleep at night?"
17756,Icepick punk bitch blood in the mosh pit
17757,http://t.co/215E0H0PS9
17758,Somebody find this bitch &amp; fuck her. She ain't had no good dick fucking With this fat nigga. http:/&#8230;
17759,bad bitches get in free night at weenie hut jrs
17760,hoes on my jitterbug
17761,need a bad bitch who knows how 2 treat a pokemon master right
17762,That bitch ain't loyal.
17763,i have never screamed so much like a little bitch just from A FUCKING VIDEO GAME IM LEAVING EARTH I-G-G-BYE
17764,Charles Manson's fiancee will have a difficult time planning their honeymoon. Charlie can't surf.
17765,""" fuck you say bitch? I will kill you "" http://t.co/3EiGzh6Q13"
17766,"bitches hanging in the salty spatoon, tweetin ""y can't I find a good guy :-(:-(:-("""
17767,You guys are all the best @brownboy_U @Yojhan174 @caitnicole3 @alexiscarfield @CiCi_Phi love you nig nogs #indyfam
17768,recent studies have shown that ur a lil bitch
17769,Happy teen wolf! Here's me with @IanBohen getting ready to bitch slap a berzerker http://t.co/ZChBqXFA0g
17770,"Merry Christmas, everyone! Unless you're a fucking bitch then literally just go."
17771,How much coke did Charlie sheen do?.. Enough to kill two and a half men I guess
17772,This bitch is the nugget filling at McDonald's http://t.co/QBdbMsHjG7&#8221;
17773,when u see that bitch who was talkin shit on twitter in public... http://t.co/yyQ2d6JujD
17774,"one, two, three, four, how many niggers are in my store?"
17775,This is the life nigger
17776,did that bitch ever get out of ludacris's way?
17777,what bitch tried to kill Kendrick Lamar's vibe?
17778,"""bitch ass nigga square up"" &#128514;&#128514; http://t.co/UHkKKwsrDL&#8221; @CaelanG15"
17779,@weakenednachos California's biggest retards. Don't forget about HOLY who just released an amazing EP.
17780,A fully grown niglet http://t.co/HJKlNHDrWT http://t.co/x6y5XKKPMq
17781,ur typical twitter hoe http://t.co/YJE9LUnWVp
17782,"1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;"
17783,I don't know why I go on that pancake face bitchs twitter. She gets me tight every time
17784,"My body thought we'd get an extra hr sleep but my brain decided to wake up 2 hrs earlier. 
My brains a bitch."
17785,"They 'believe slavery isn't over' http://t.co/I8nolg9m6O

RANGEL IS A FLAGRANT TAX EVADER AND RACIST"
17786,If I was Obama Id call a press conference &amp; slit joe bidens neck on live tv just 2 show these crackers I mean business&#8230;
17787,Thank you One-A-Day for making your vitamins the size of a fucking Twinkie. I love giving myself the heimlich maneuver every mo&#8230;
17788,None of my bitches judge me they love me &#128524; don't think they would like me if i was any other way
17789,"bitches be like ""&#9749;&#128056;"" but still be in everybody's business"
17790,some girls be using halloween as an excuse to act like hoes and get away with it smh
17791,i aint gonna text first cus pride bitch
17792,if we date u don't even gotta worry bout me talking to other hoes cus I ain't got any
17793,she said &#8220;i want a man who can pick me up during sex&#8221; bitch you lucky i picked you up at all gas prices high as hell
17794,https://t.co/Kfqy4ouFgo
17795,Did that bitch from Frozen ever let it go?
17796,Did those bitches from Frozen ever build a snowman?
17797,"My type a bitch &#128525;&#128525;&#128553; https://t.co/Bz4yBovcfl&#8221;""

Lmao yass"
17798,"Girls ""go talk to your other hoes"" game too strong"
17799,We live In a world full of unloyal hoes &amp; ugly niggas asking for hugs
17800,When u with yo main bitch and you see yo side bitch in public http://t.co/scmkp1nYGU
17801,In other news your bitch cook for me.
17802,this bitch got the itunes terms and conditions tattooed on her http://t.co/dHRVCNRR1H
17803,"Sen. Harry Reid Lists all the Things Republicans Have Blocked in the Senate http://t.co/bjoWvABwhi via @townhallcom
He is ho&#8230;"
17804,"""lol looks like ur autocorrect changed dick to duck""

""i meant what i said bitch"" http://t.co/K9LV3mfX1m"
17805,"""6 God"" by Drake is trash"" thank you"
17806,"Black girls have never been into me. I guess cause I don't call them hoes, sell drug's or shoot niggas o well."
17807,@Whackko y'all boyz was fried! Fuck dat pussy nigga in the blue doe
17808,"Prediction- ""Obama will leave the Democratic Party in shambles ""&#128563; oh gosh, I hope so &#128591;&#128079;&#128074;&#128170;&#128077;payback really is a bitch"
17809,"Mean girls are just honest bitches. #Truth"" @JacklynAnnn"
17810,"everyone always says girls are really bitchy, no. some boys are fucking inconsiderate bitchy cunts it is actually disgu&#8230;"
17811,Ane is a cunt
17812,Why y'all hoes in such a hurry to be single mothers?
17813,"hey girl 

Me:&#128133; http://t.co/GDiiwRDgNO"
17814,pussy pussy pussy i smell ya frum bout a mile away&#128564;
17815,I have 0 hoes lmfao
17816,Too many bitches is shady
17817,@VivaLaKash &#128514;&#128514;&#128514; got dhem hoes !
17818,niggas ain't shit but hoes with dicks
17819,"Once I get a cold beer in my hand there ain't no mistakin who I am, I can't hide my redneck side"
17820,Shout out to all you girls that wear those holy cross leggings but got a pussy thats full of sin
17821,raising asia.... that lil bitch could dance bruh &#128514;
17822,lmfao hicks https://t.co/kNa2U0D2o0&#8221;lmfao
17823,I love bad bitches that's my fuckin problem &#128527;
17824,Ratchet hoes wear flip flops that curl up and turned black like souls of slaves walked in them
17825,There is no suck thing as a faithful bitch in Washin&#8230;
17826,"Nigga messed with the wrong bitch &#128557;&#128514;https://t.co/5mNXKVAYot"" &#128557;&#128557;&#128557;&#128557;&#128514;&#128514;&#128557;&#128557;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@Th_Real_Esco"
17827,*steals your bitch*
17828,"No, you stupid redneck, ""Animal Husbandry"" does NOT mean you can get hitched to your blue tick hound, Misty."
17829,"Tits"""
17830,I use the word cunt very loosely
17831,Currently taking over ur bitches brain with my creativity and wierdness.
17832,Respect the man with vision and a gang of bitches to follow it.
17833,"Share your feelings but if iss some hoe shit, keep it to yourself."
17834,Woke up sleazy. Im bout to make this day my bitch
17835,@NoneShallPass97 fuck you up fucking skank ass cunt
17836,Huntley High School is the most retarded high school ever.
17837,This bitch tried to give my dick a hickey
17838,Am I wrong fa laughin at dem niccas on 1st 48 who be cryin n the interrogation room&#8221;hell noooo&#128514;&#128514;&#128514;pussy ass n&#8230;
17839,I did use to buy 2 tees n wear both dem bitches at the same time&#8221;lame ass lol
17840,I'm steady hearin bout these suppose to be tuff street niccas gettin fuccd n dey ass smh gay boys&#8221;&#128561;&#128561;smh sad &#8230;
17841,@Shane_A1 &#128514;&#128514;&#128514;they ain't een kno I was in that bitch
17842,When you're stressing over someone then realize you got hoes .. &#128514;&#128557;&#128175; https://t.co/PFmRDuHoXb
17843,"Enough with the mind fuck and pass me the fucking nachos, cunt."
17844,If you don't give your bf head you're a lame bitch and he's probably cheating on you with a bitch the suck his shit dr&#8230;
17845,#MusicThatDoesntMatch These hoes aint loyal! http://t.co/prXCfleT2W
17846,Only Southerners know the difference between redneck and white trash.
17847,A hoe is cool with being unclaimed and kept on the low so that people don't call her what she is. A hoe.
17848,Whatever. No matter how many times kids fuck me over I will never become I pussy. I promise you that.
17849,Only real bitches suck dick
17850,"Don't be 32 on here and saying ""all my friends and everyone I know has a baby"". 

Well bitch. Life."
17851,"#shoutout to that niggah @1BookieG 
Go follow"
17852,@1BookieG remember that one bitch ass you ate out last week
17853,@IzThat_xp @1BookieG lmao niggah this is twitter my Kenosha bitches can't be trained like my Florida bitches
17854,@Mixxed_BreedXO @1BookieG this niggah was tripping over everybody
17855,Damn my niggah side bitch got him making her a sandwich &#128514;&#128514;&#128514;
17856,Free my niggah @1BookieG
17857,I asked @1BookieG what's the definition of a preppy white girl and this niggah said Starbucks
17858,I took yo job bitch @1BookieG
17859,Nooo I left my papers in the basement n my niggah getting some cakes down there -.-
17860,The way this niggah just flinched at this movie was #priceless @1BookieG
17861,This niggah said her lips dry ass hell lmao &#128514;&#128514;&#128514;&#128514;
17862,"To that cunt who said she won't RT ppl who use foul language because it lacks intelligence... bitch, let me introduce y&#8230;"
17863,Yung nation- riot . Still bump that hoe
17864,@1stBlocJeremiah damn where you on house arrest at ? &amp; yup in tht bitch like &#128080;&#128131;&#128527;
17865,All y'all bitches corny lol&#8221;rt
17866,Lol the thirst be so real on dis bitch &#128514;
17867,"Well I just got conformation that is your body count is five or above, it's high and you a hoe &#128514;&#128514;&#128514;"
17868,@TaeFrmUTW @xTayGOTTII iont Like yall always talking. Not even tryna be funny thou rns&#8221;&#128514;&#128514;&#128514;&#128514; bitch I do&#8230;
17869,you &#128298; http://t.co/WwSINeJ&#8230;
17870,We all know dumb bitches like this http://t.co/dq9yKQFV
17871,Multi till I die bitch believe that...
17872,cant turn a hoe into a housewife.
17873,"I'm trynna find me a wifey type, not a hoe type."
17874,I want subway cookies&#8221; dem bitches do sound good rn&#128514;&#128551;
17875,"Not sparing no hoes&#128514; http://t.co/q3fskcY6L2"" &#128175;"
17876,You can definitely tell who's a whore by what bitches wear when it's slightly warm out.. &#128581;&#9995;&#128567;
17877,if i was to really be straight bold bitches will hate me man
17878,"you're a little bitch, and I'm straight up rude."
17879,You hoes are lost.
17880,A mexican bitch better win the crown! #NuestraBellezaLatina
17881,Pet peeve is finding out a cute guy has hoes. I automatically lose interest. I don't compete.&#8221;
17882,Lol Imma start handing out guides &amp; manuals cause you bitches wanna be me so bad &#128514;&#128553;&#9995;&#128129;
17883,I'll fuck a bitch real quick&#8221;
17884,"some of y'all hoes can spend $300 on bundles, have a mk purse with a matching wallet, have your nails done but don't ev&#8230;"
17885,"1 good girl is worth 1,000 bitches &amp; people still fail to realize that"
17886,@NotoriousBeep blaxican
17887,I let these bitches talk. that's just free promotion &#128079;.
17888,The streets ain't going no where. These hoes for everybody. When you got someone real you hold on to them.
17889,"@VernNotice ""you don't want to play cs:go you're a bitch!"" ""no I won't play fucking league of legends that game is shit I&#8230;"
17890,"its funny when sluts say ""u just mad cause I'm 100% real"" its like no bitch #swerve cuz u actually about 65% water gtfo"
17891,u a 10? on the pH scale maybe cause you basic hoe
17892,Ugly bitch prolly so cockeyed she lookin at the dick and balls up close at the same time while suckin at the same time
17893,When you realize you got no hoes http://t.co/s5YVAv8G7l
17894,"Smoke wit a bitch in nap and let her play music I bet 100 she turn on boosie or some slow shit &#128530;"" real shit"
17895,And @xDSmooth fell in love with pussy he never even got....
17896,"I Be Like

&#128663;_____________&#128659;
Fuck! Here come the 5'o

__&#128663;______&#128659;__
Be cool son

___&#128663;&#128659;_____
Man fuck 

___&#128659;___&#128663;____
bitch ass &#8230;"
17897,I bitch about unnecessary things lol
17898,Obama a bitch.
17899,Why is Arizona hot as hell and then literally 5 minutes later it's fuckin Hurricane Katrina up in this bitch
17900,I was HEAD FIRST EVERY TIME FOR YOU. . but now I'm pussy?&#128533;
17901,Fck all you hoes. Catch a grip!
17902,Damn babe &#128557; sike forever fucking with basic bitches &#128514;&#8221; &#128514;&#128514;
17903,Had a crush on a bitch with a man I tried to show her that I could treat her better but I never had no luck
17904,Dick will have bitches selling their own mothers soul.. Inconsistent dick at that. Dick that they know isn't staying.
17905,RT @yooSlim Y'all Virgo bitches gotta chill thinking y'all Beyonc&#232; &#128514;&#128514;&#128514;
17906,"he peed on this bitch https://t.co/wEJg4IkGIm&#8221;""&#8221; I'll cut his shit"
17907,These hoes ain't loyal
17908,"I sent that bitch a smiley face, bitches love smiley faces &#128515;"
17909,If u ain't never had a pregnancy scare your pussy trash ladies #professortrav
17910,Fuck half the bitches at Mount Rainier &#58386;&#58386; i only fucks wit a few
17911,"If you know he has a girlfriend don't be that little bitch, respect it and move on."
17912,"""You put my number on blocklist? How can I stop this??? Convert them mfs. I'll make all them hoes topless."" &#128548;&#128298;"
17913,If rather fukk a bitch dat fukks eryday den fukk dat bitch who try to hol n be a cold whore n da sheets i cnt een look at &#8230;
17914,Hoes tweets be like put that dick in my throat I won't choke then when you ask them about it they say its a song hoe wh&#8230;
17915,@RandallSomia because they're all fucking two years old acting like I won't mind being tagged bitch I will violate you
17916,free wop
17917,"Don't want a good girl, hoes is his choice"
17918,"@WeakndMLG @hannahtherapper she a hoe year-round, yeezy taught me"
17919,"If a bitch says ""eeeeeee"" she a hoe"
17920,"miley cyrus, macklemore &amp; adam levine all got together n were like ""lets gets the most retarded fucking hair cuts ever"""
17921,http://t.co/UHMIME9psw
17922,"ppl from the uk go dumb hard when they curse they be like ""YOU SHITTING CUNT"" I be like dam cunts can't shit"
17923,@weston_diamond @PaulMoon8 fuck you dude! talk shit to my friend I will beat your ass bitch
17924,nah these bitches up harbor city ;
17925,Gabby's a bitch &amp; made Jackie make the tea packet first.
17926,Gabby's a bitch &amp; turned on my xbox with her nasty foot..
17927,who let gabby get drunk off of her ass? give that bitch bread...bitches love bread.
17928,@Fadeaway_4s fuck a bitch and think of me
17929,@TonyJRodriguez just a bunch of rednecks hammered for three straight days
17930,Building a dresser really makes me crave an ice cold glass of pussy am I right dudes
17931,@Eddie_Sativa87 you're a fucking queer
17932,"""the trash generation"""
17933,You need to at least not be a bitch 12/7 to date me
17934,I immediately become the biggest bitch when I'm sick. Like I just need to be taken care of lmao
17935,There no such thing as too much pussy .
17936,"all i ever asked for was patience, patience &amp; pussy but mostly patience.."
17937,you can't question snoop dogg he a OG he told us not to love these hoes.
17938,NAR blaming slow April sales on winter weather.
17939,if you're gonna trash talk my piercings don't say it in front of my best friends &#128514;&#128514;&#128514;&#128514;
17940,god i hate tom coughlin ol ass fuckboy ass geriatric ass pussy ass bitch&#8221;
17941,RT and pass that bitch http://t.co/YoLSpKhiC0
17942,RT if one of your followers sell pussy but hop on Twitter like they got all the morals and class
17943,RT if you fucked a bitch that fucked EVERY nigga in your state
17944,Migos http://t.co/5KzQXf7zg9
17945,"RT!
COMMENCE CARPET BOMBING! All #Iraq soldiers in this video http://t.co/7oLD2eDB1R executed by Jihadis from #Tunis http://t.co/02E1cEOE3z&#8221;"
17946,"You pussy whipped for only following @KimKardashian tho.... @kanyewest"""
17947,"I wonder How much pussy justin bieber gets....."""
17948,RT'in your own shit now pussy what a joke you'd end up just like all the rest no show chicken shit mother fucker
17949,"RT, If You Agree!
#NorthKorea says #barackobama looks like;
""A monkey, who belongs in an African zoo"" 
ROFL! http://t.co/tooV1uty6h"
17950,African-Americans Should Vote for Democrats http://t.co/SL6TW6P39f via @Newsmax_Media&#8221;
17951,Rack city bitch !
17952,Raised Round real niccas no decoy
17953,Rally's sound good af. But ion have no hoes so we can't take that ride &#128530;
17954,Rambo bout to flex on these hoes
17955,Ran here from my house too... I'm kinda retarded. Lol
17956,"@SenRandPaul isn't ""playing the game""... he's just retarded.
 http://t.co/ZpKimh9fTG&#8221;"
17957,Rap bitches prolly scared of Remy ma lol
17958,Rape a ho Ben! Lol
17959,Ratchet lol ass lol bitch
17960,Raunchy ass hoe.
17961,Raunchy ass to pussy action with Sakurako offering up her holes for&#160;use http://t.co/9elp4XyE9D
17962,Ray Rice bitch!!!!!!!!!!!!!
17963,Ray Rice is a bitch &amp; his wife is stupid for staying by his side.
17964,Ray rice had that bitch of the xans and the lean all in one punch
17965,"""He's a sexy albino lizard. i dont know how that's sexy, but it kinda is."""
17966,Reading the ut sexual assault case takes me back 2 college.I'll never forget D Walk would say dont run trains on them hoes.Straight Trouble
17967,Ready to bounce out dis bitch
17968,Real Niggas and Bad bitches have 2 things in common. You're both ignorant as fuck &amp; neither of you know that you're Kings and Queens.
17969,Real bitches who really hungry won't be out here arguing with bitches on twitter straight flexin
17970,Real love hard to find when these bitches try to fake it with me
17971,Real niccas relate fuk niccas perpetrate
